Batch Size,Trial #,Cache Size,Minimum Queue Size,Epoch,Node,Data Loading Time (s),GCP Loading Time (s),Cache Loading Time (s),Prefetch Comms Time (s),Data Loading Time Per Batch (ms),Number of Misses,Number of Accesses,Miss Rate,Epoch Run Time (s)
512,1,4096,0,1,2,136.82,117.52,13.15,0.08,5948.77,2319,11667,0.19876574955001286,275.39
512,1,4096,0,1,3,134.1,114.97,12.78,0.11,5830.32,2100,11667,0.17999485728979173,275.45
512,1,4096,0,2,1,136.02,117.19,12.83,0.08,5913.98,2359,11667,0.20219422302219936,275.39
512,1,4096,0,2,2,136.32,116.68,13.14,0.11,5926.89,2222,11667,0.19045170137996056,275.45
512,1,4096,0,2,3,136.84,117.52,13.22,0.08,5949.71,2312,11667,0.19816576669238023,275.4
512,2,4096,0,1,1,134.32,114.91,13.21,0.09,5840.02,2206,11667,0.18908031199108596,272.69
512,2,4096,0,1,2,134.65,115.22,13.18,0.09,5854.27,2185,11667,0.18728036341818804,272.69
512,2,4096,0,1,3,136.83,117.41,13.27,0.08,5949.15,2308,11667,0.19782291934516158,276.83
512,2,4096,0,2,1,137.83,118.6,13.14,0.08,5992.6,2283,11667,0.195680123425045,276.83
512,2,4096,0,2,2,133.78,114.86,12.88,0.08,5816.46,2192,11667,0.1878803462758207,272.69
512,2,4096,0,2,3,137.11,118.3,12.87,0.08,5961.32,2290,11667,0.19628010628267764,276.83
512,3,4096,0,1,1,134.52,115.23,13.15,0.09,5848.57,2112,11667,0.18102339933144768,272.98
512,3,4096,0,1,2,137.6,118.16,13.28,0.08,5982.81,2255,11667,0.19328019199451443,278.81
512,3,4096,0,1,3,134.04,115.25,12.8,0.08,5827.89,2126,11667,0.18222336504671294,272.98
512,3,4096,0,2,1,135.69,116.37,13.18,0.08,5899.68,2126,11667,0.18222336504671294,272.98
512,3,4096,0,2,2,139.25,120.08,13.03,0.08,6054.33,2237,11667,0.19173737893203052,278.81
512,3,4096,0,2,3,138.97,119.78,13.08,0.08,6042.38,2273,11667,0.19482300505699837,278.81
512,1,4096,1024,1,1,37.36,14.56,16.42,0.1,1624.52,232,11667,0.019885146138681753,177.38
512,1,4096,1024,1,2,44.9,21.98,16.42,0.1,1952.12,440,11667,0.0377132081940516,186.92
512,1,4096,1024,1,3,37.55,14.6,16.44,0.09,1632.65,248,11667,0.021256535527556356,177.38
512,1,4096,1024,2,1,44.31,21.09,16.58,0.09,1926.46,429,11667,0.03677037798920031,186.93
512,1,4096,1024,2,2,37.05,14.6,16.11,0.08,1610.75,247,11667,0.021170823690751694,177.38
512,1,4096,1024,2,3,45.27,21.8,16.65,0.08,1968.45,473,11667,0.04054169880860547,186.92
512,2,4096,1024,1,1,37.27,14.4,16.41,0.11,1620.48,270,11667,0.023142195937258934,177.42
512,2,4096,1024,1,2,45.36,21.36,17.21,0.11,1972.1,476,11667,0.040798834319019456,185.25
512,2,4096,1024,1,3,37.92,15.15,16.32,0.08,1648.65,266,11667,0.022799348590040285,177.42
512,2,4096,1024,2,1,36.92,14.13,16.43,0.09,1605.2,232,11667,0.019885146138681753,177.42
512,2,4096,1024,2,2,44.03,20.73,16.62,0.09,1914.15,455,11667,0.03899888574612154,185.25
512,2,4096,1024,2,3,43.28,19.89,16.82,0.09,1881.94,464,11667,0.039770292277363506,185.25
512,3,4096,1024,1,1,38.63,14.96,17.13,0.11,1679.55,253,11667,0.02168509471157967,178.2
512,3,4096,1024,1,2,43.98,20.4,16.82,0.1,1911.96,428,11667,0.03668466615239564,187.06
512,3,4096,1024,1,3,36.91,14.39,16.1,0.08,1604.95,236,11667,0.020227993485900403,178.2
512,3,4096,1024,2,1,37.62,14.49,16.66,0.09,1635.46,240,11667,0.020570840833119053,178.21
512,3,4096,1024,2,2,43.14,20.14,16.41,0.08,1875.65,413,11667,0.035398988600325705,187.06
512,3,4096,1024,2,3,46.34,22.44,17.29,0.09,2014.99,439,11667,0.03762749635724694,187.06
512,1,4096,2048,1,1,41.93,19.26,16.31,0.09,1822.9,329,11667,0.028199194308734035,182.46
512,1,4096,2048,1,2,42.65,19.64,16.48,0.1,1854.52,358,11667,0.030684837576069254,182.46
512,1,4096,2048,1,3,43.05,19.55,16.87,0.11,1871.89,347,11667,0.029742007371217963,182.46
512,1,4096,2048,2,1,55.91,33.22,16.05,0.09,2430.8,688,11667,0.05896974372160795,198.13
512,1,4096,2048,2,2,55.25,31.84,16.65,0.1,2402.32,661,11667,0.05665552412788206,198.13
512,1,4096,2048,2,3,55.82,33.01,16.3,0.09,2427.09,672,11667,0.05759835433273335,198.13
512,2,4096,2048,1,1,42.05,19.21,16.4,0.1,1828.12,318,11667,0.027256364103882748,182.54
512,2,4096,2048,1,2,54.21,31.27,16.36,0.1,2357.04,690,11667,0.05914116739521728,195.41
512,2,4096,2048,1,3,42.8,19.97,16.38,0.11,1860.74,332,11667,0.028456329819148023,182.54
512,2,4096,2048,2,1,54.79,31.55,16.59,0.09,2382.12,707,11667,0.060598268620896546,195.42
512,2,4096,2048,2,2,42.33,19.34,16.4,0.1,1840.41,310,11667,0.026570669409445444,182.54
512,2,4096,2048,2,3,53.55,30.57,16.27,0.09,2328.19,644,11667,0.055198422902202796,195.42
512,3,4096,2048,1,1,42.96,20.21,16.33,0.09,1867.88,351,11667,0.030084854718436617,183.23
512,3,4096,2048,1,2,41.53,18.96,16.24,0.09,1805.75,332,11667,0.028456329819148023,183.23
512,3,4096,2048,1,3,54.76,31.9,16.27,0.1,2380.88,666,11667,0.05708408331190538,196.94
512,3,4096,2048,2,1,56.28,32.85,16.79,0.1,2447.08,683,11667,0.05854118453758464,196.94
512,3,4096,2048,2,2,43.48,19.87,16.86,0.11,1890.41,337,11667,0.02888488900317134,183.23
512,3,4096,2048,2,3,55.03,31.49,16.9,0.09,2392.67,634,11667,0.054341304534156164,196.94
512,1,4096,3072,1,1,83.74,61.16,15.89,0.1,3641.03,1536,11667,0.13165338133196194,223.13
512,1,4096,3072,1,2,95.18,72.79,15.68,0.09,4138.15,1748,11667,0.14982429073455045,274.24
512,1,4096,3072,1,3,83.49,60.14,16.42,0.1,3629.97,1536,11667,0.13165338133196194,223.12
512,1,4096,3072,2,1,102.02,79.26,16.07,0.1,4435.76,1881,11667,0.1612239650295706,274.24
512,1,4096,3072,2,2,82.41,60.12,15.67,0.09,3582.9,1536,11667,0.13165338133196194,223.12
512,1,4096,3072,2,3,108.84,85.91,16.07,0.09,4732.3,2087,11667,0.1788806034113311,274.24
512,2,4096,3072,1,1,50.87,27.99,16.44,0.11,2211.8,657,11667,0.05631267678066341,232.53
512,2,4096,3072,1,2,64.81,41.73,16.3,0.11,2818.01,1048,11667,0.08982600497128654,230.83
512,2,4096,3072,1,3,57.83,35.29,16.15,0.1,2514.54,882,11667,0.07559784006171252,232.53
512,2,4096,3072,2,1,82.25,59.24,16.45,0.12,3576.01,1515,11667,0.12985343275906402,232.52
512,2,4096,3072,2,2,66.25,44.05,15.8,0.12,2880.65,1075,11667,0.09214022456501243,230.83
512,2,4096,3072,2,3,89.18,66.17,16.13,0.12,3877.55,1795,11667,0.15385274706436958,230.83
512,3,4096,3072,1,1,89.45,65.86,16.85,0.1,3889.02,1531,11667,0.13122482214793862,229.14
512,3,4096,3072,1,2,88.41,65.36,16.29,0.1,3843.73,1536,11667,0.13165338133196194,229.14
512,3,4096,3072,1,3,72.12,49.58,16,0.12,3135.56,1074,11667,0.09205451272820776,285.01
512,3,4096,3072,2,1,119.12,96.69,15.81,0.11,5178.94,2107,11667,0.18059484014742436,285.01
512,3,4096,3072,2,2,89.24,65.62,16.58,0.12,3880.09,1534,11667,0.1314819576583526,229.14
512,3,4096,3072,2,3,105.24,83.45,15.31,0.1,4575.7,1781,11667,0.15265278134910432,285
